file_name,category
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/a1e4e5842595e3475c6fb790dda8798b90b3979e.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f7d7bb89a1616840aff24a6007546f9ee9c3db3b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/70f8c5bbea77f6f7b95ce441a8ceef3f43e8508c.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4c311058aac6389cbb0465c2e1d2ddd630d0d229.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/b04d41b0142836970b6a84bad01f1f48432a6013.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/e21d6a186eee7a77971f7f6f548bf5d71055b392.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/c739dd8021d864c3b9e5200393357ed2f5379484.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/a9701b428262d0d154dfcaa2fda9eb1baf649e9d.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/11ddd3b7eeb608213ac38d5d039d55a408de29ac.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/03c3beb290151587a3604ab699431e1f94b1d8c4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/f1ad84cb0d34cfaf5a48b84ade9d607af611889c.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ef121132958b884e7c06d85036eec5bae8cd2578.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/afe559e0cd18cd0b5d685e4b1cff987c600b25b1.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/cba024986805a4c44e71ef461833b35aba29ee03.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/7b1db788d395caf54fb46e495b7e43add63f0176.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/94e1bd10bf9907516c0294e1727e1a5972c84366.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/c76dfa0f58508803f5a4ed1c7f657df77b1414a7.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/232c9ed908a1ba2496b15fd0aa483cab02194479.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/2bb9906c24b42da47a2ef4d113f208df28f01f2a.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/a064c37f206ccfe19b83fe2e628aee07281b409d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/34565fda8bb0855dad30ce795ef7c37446cd0624.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/5af9992017074af79ae254d0dd7b3089ad66c732.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/f64e730475927ea532524eddc5c341dd89fba76b.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/37ecde8f3b0ffd41085a914f30d330561063a7e1.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/63f57ab75b50d1be4abe4c672490a0ffe68a05b9.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/c7d2e0bb89db238a697182343b7cf0d16b930bbc.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/9a89a527658a25de0e7edf7992fa59d7af7131e4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/a425e7527bf464ae16f0b831491a522fdf3ee72d.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/b7d8eaf1499e5dc5178a277541248accc108ddaa.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/c559c57d0b2543e027fd151121f04f678027eb5f.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/a83d65e38188c544301ed33e83c32dedc65db16c.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/db7062234b0a3c06025545a5652304fcdcd95c14.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/704be067aa6c166a26614a484244dd6afe2e6ac9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/9da20e079bea7444f38d9188084e0a443dedd4b9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/908c48310f2de6ab6a0a57ee6d8b2d13964b5f6f.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/photos/44352d1091d05663bb0aecf4556e8a86f8202e2a.jpg,0
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f564a1b185489a257c55419315079b348cdf819b.jpg,1
