file_name,category
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7256ac34c827fcd3d949a621864d1a5967b2ef92.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ea36a472bd9e0cc8e565db5d6b8fef6e33b8855a.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1a7b847824c50f00bb3f4751a417e91f57c524c4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/34bdb8652060d56afcfae746e7696308bcdfe814.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/5f3d79553b1f05dfc58939f11164b22b0bb9d2ba.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/03a12acd304ec964facfa059a4973884be3d26b7.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/81370d3a471b570b538b1d3d94f17538cb0a419c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f06dfcb219405a955fb7dbbf76850b751760fe20.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/44601f520343398234d29f4f83b15ea8bc8ed6c8.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/27c403edc8ea98277ff1164369f891f5893539b4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/87cc83d6a5dcbb4a4252c28d00d55d0b3a1d705b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/eba40e2207add60a72c7a0b627c24456789bcb55.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f5169b180dc980b0efccf8c92a44c8e67253b6f4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2f5cb47e030fc8b04f580abcab97af778f3b20db.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/963b7946d485a496383f64e3c33268ede28f1579.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f09e3dd687039a62f1158266a14c9a1b73792f55.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/a1729735e69aae493ee94b5d389a83203fd054ea.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/07625f2b3b1812149e581f576125c4a4c57b2f9d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e9303a598c4f74c0033115864ae8419228665c5b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/039e0fc96b4c7e8c09489d14de22c01cedadf2d0.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f3cb39933fcdb450609be55bc0783f09edc9f719.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ecde85601f2e4c585d517b91df6fbed68136d9db.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/cbef3098d6f75987dbd34936abdfbac6f89d78b9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f09a796fc885fc4dbaeba8ef4deb9a9d48023c6c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f6a7c0d7e52fd95d09d88954d32ac2b0f06479da.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/9f2f034eebee1acc1b6fd404edd83f00490b7e8f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/32a1ef43da1cb09378afa590405eadf3ab144d28.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/47d8d8132ddf0d985226093377350bab5adf0cae.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/fb22d9f7c4fc6f72b850c824037373c4db62456b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/cd6d90c593281e4d4ecf043604935b92b973d4b4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/fa262231a6dfb171eab0a3838f7a982ae4dfe4d1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/05814ca38fa6291b6d17030fa13acc90335b26b8.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f558c00e5ef2ac860cc9c4f4fea5fc7e285b60ba.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/292a072d36b18afaf102fc0b3700003c092977ea.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/73568959eac40830fe65bcf4278231f3bcfb6b3a.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/3d79c2f5b59f7c1d4344d301e97ad9a2bc5838e1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/32829ad15d9139eb45a3e32033dfdcda9c8a223b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ef23646d9f918e36c4dce649b6ed9d2537ec7767.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1afaa5d6717e649e34be9f29ca35284d44ca896b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/0ed523e984fd09a318163e751d6bda57ab646da5.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/99daae885138163adb48838fb8831819d9778090.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/0037e71ddf87fe9ab7dc852836fa73c248c6a603.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/3f4913e3d986aa07dc2ff73e694a29356fbca27d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/cdd828fd3f9a40bde04ea007ae6bf63eeeef07eb.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7e0f273fe409c2b80ca1281681a92d308a311863.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/28c66add22ff6474d0191dd632278e581f78e85d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/3aafd7f68d6d1172f65db454f28b1e29e4efd749.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f7a7b7f45474624c0d0503df84036a96c9c08e99.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e74b44efc2a76107e39adca7dc867f7739d01baf.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/a2acb3ff307fa0d0c24c1f5964355997b2ea7994.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/728332326224afc429c741c8bd9a3e886ac95638.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/11e4f3869f98b448484b890f3eb95cfee2bfec66.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2f7e83557f3c3bcb26e4192c9a75a058f05beff4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e51dab9515ef7c549cc1f8045ddcd35ee068dd13.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/8d9dbb0ca79e097cf37aa4677521c8b23a4f026f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e53f5b75b7a7a22121e2950c56cf73881896d8c7.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/c16ba56064642f74c64f3b4a8a3d7329892f92f8.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/d077d583040915d89dce925dfa5c27d1a67ea0b8.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f749d3ff1265090c832734c43115ec43b8336301.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/cf30a79696f7359e27b884dc4d1c68ca1c55e8cf.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/85130aed4b9264eb41c9b85c072225f95078b058.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/003323259a6612b48df041418cdd43d24452e11b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/eade7b277199c99a569e6fa4a2d10ad57cd25d5e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/fadfd4fa98d4f2df0fa80496f3b34fc91c23e620.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/38797819f0227a52c205d99d3296d28ad33a223c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f752d215df2bed46f1d8599ba9fecc1aff12c0bf.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/728e9baa85169cdf4b0bb667a210087066e725ff.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/a7145e69929070b278e9811fd9aa0e92df60f5be.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/3d84082224320f6c1179fc4fa09bcd58c6e3ed90.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/acd7b9fe29f57e2cea78b459870b06f3e7f7c7d3.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/28fdee7024f6c594d5eca31fd8d6911dfaea0be3.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/0aeb0542edd33cacf497e1d0fbef2be8c29e3dc1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e638b1240294a6053db0d041d567aba1e42a55fe.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/81394227798100a5270282844aca2d7d6fe7eabc.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f04e3da7aae68f0e2b8f88b68de25bd648be0469.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f2d963948884b6bffdf6b77d7184b5814eb9aa93.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e64caf3e346c4873307d802b9ac0c8505b797ac0.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/649b24e25b0ba5a4f3e696295f178e52e64b2543.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2f44963a9989654bba69e228dff268fb25e00713.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ded47c4ba925b03dc08c483fdf0c75ffbeb33d55.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e9022d16b9ad796552d1606e770204411d48f4e0.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f744f6155d5ddb0ab8425e1801bc1460c4e6c1c9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/5c7122135b1cff14b16388e95c0c5c21d7cc8014.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/06f6e470782590cdf6a64832aa06f1c6c2f83596.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f2805c50da92772be26d940920b1a69bfe6292fd.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/eb60873492c472eacd0a6546ce8d14bf9eb9377f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/efdba190a4a65a2b0fcbf8eef5d09eb5b2c921be.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/b0c719fbb5380edcdb99afb8f7a75878152b68fd.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/44be6dc92b2745391de38763a45fe47f2b58659f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7e5abde72506d94a061e175c41041036b615328d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/346ae51e66f47bffb8ac011a0cdb7a7a805e72bb.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7ae2ebfe45be18463d7a72b49d1e2b4e5f4a8175.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e6368d9df3b5fc8d3f1b78879022af1c849a4900.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/69efe681a22783f98f37fd72a6052c2cf5e78443.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/516c218ad77735c3c5d83956cf6e3ed3f55a196e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/49c48be61900308371d227d832011ac7b8e0ad41.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ec67bb5ea69eddea2823ace711f02bf80393bae9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/c81b1b706d3dd213b96b373ae759838e5ff13810.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f84f9e49b562e95a1c1316dc3601c5c34d9e404f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4f5e09ccf30f0b392ef73aae4bc4da284b9e2c12.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/5e5b69681f69a1cefd17cd972697b0b110fc954e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/32a0b51de4b853ee21a523f88409498491d9908c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/53238e3a912b6ef2aa1c474525586e78e1cbe171.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/db52b9c3ff8924b29c243ffd4dffaaf90ab2c905.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/3ad39b2864a5e3549a2ff1543e518deed281a46f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/dc615ce2b116dfb1b042fa098f2e47cb9583f22b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/0db44e33276bf220dfcb3751ce5ab7b2ce6b98fc.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4f87c405961586253bd39cd0824258c509bb7297.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/18f6bb3cdeffb61c09debf7c3df570d1f874a69f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/15f12d1a2a05d244a036dd212f633755a38cd52e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/38783bf891fb5400c206525a5abca9c10948a840.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/5f3fbd821e25c86479d753ce3ad6cb18bc34db81.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/d7ba8c2a30be1f1b8169c1a4677448e1ca2622a9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ee01d508602145da1616fb9b2f10e83748478ec0.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/d7b56ef2aa7ca356f553d0c42e5c7533d172052e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/536478ec0f45e84674aa304f3b856ea758ba64e8.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/8242a9edf210b55ec6697251f7e9eb65365d24b1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2c03318422295bdb95e10788a715f39f49771afb.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f6c162839ca36e781c2a64dabc4515401be84574.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/5ca71fa792f68f77c71d46810167c2ca02fa7853.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/bb3083e6265d291cf24b000fdfc131ca5974d57f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1e26c510af80a644513bc890277a505a11a9437d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1c1cb4cd12164deb5a30e2c248196a9cc8aeeee2.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4f608d0682667a216663609fcccbea425fcad731.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1b0fda40e8832a76ffca21988e02f55eccad6e9a.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/c82364d7db68af3ecb4ee8997772c6f64f1e2e2a.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/3f51a736edcdb0923d10f7eb7d61962c9cc34373.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7b267218489291f4c33575e45733de4e91ef2052.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/52b5bf816cc546ffb015a5b91f6ca22c8431cb82.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1115e452cf89b3703d199d87387d0957089c4082.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f7e945d50a03b08f096858a0a36c969ea63f17c4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/32e72c2cd4fcfea248af7f611ffb83b92cc39208.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/cd97c58ddb06a7edcdd5fe3e3a063dbcec4097ec.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e740b81b0b33f96ef848caa7043d33aacdda3b41.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/9dd7b72e845ee7d94931db409309c9f0b92504d2.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/5f76d48e66b3656019b7fe50bbcf6452aa504de4.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f81c6f5e43c235db7cdfd31d7d1fd9b4ea2879bb.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/dc4e3648d58c440ba2d57aca65aa1aad160e775e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/efbc2785ff904ac4d7a429bb5bffb9d46a540ea9.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f19e056037cd671d299bba7b0296532bc14a4f7c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4c19f2f3f6f2894b93e3fef19d8f903709dfb1ab.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ecb792713d806ddde788e2b8ebdea5f75fbcc61e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/a490a136ca6e211948a9f67d9f043e9564796e29.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4c0156ac7f095149fc65bff3f83c5f9767a27297.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e83366475aee6f82cf069d47d07b493cb6228fd7.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f2932b7cff4c8969c67b189e1b4e23afc4327425.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2f58ffcb5a1e082663a75286009e68ac9f492235.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/edd772f04c221366613159778ca700e0efabcad7.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4a14160cca2649c77c4c135d7895ea32807ddaf3.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f9e19e3a94290c1f1e0bf19026ac09cac2ce6692.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/32bbb17cada89978ebf016992566cf7793affc06.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/13b5ad13755768527e06ce93f4155dcf7a2f0054.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/fb2d03dfdf83d232a9810b35590397aedc44a475.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1df568a23c352394b1b74b734450f640ca30e46f.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/d8513cdd3b17a33848c4a2d6489e3589eda6fcbb.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f30a470bbc409bc9f6aee4d1008335e381a0cf99.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/44d063ea3e79f841425e0ca0c7037c56649124de.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e394fa8ab128721f79123a001b83bedede9864e1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/fae8c13037180952d6e95cb025c50bea8637b058.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/23b16cb05c928149e4efd88fe82b48d3de1b4055.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e0545ba724b82ac2ff9be684dda307d851c328de.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7a9875bbc122b6e4c12c967acd8991708b4665e5.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f08733a1f3e231b17680f649414f4555c8ad141d.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4ff5f5780135ebde967f3aa9d604e95aa95a17ec.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2036ef9922923cc9decb765cdcb69a516901d3ca.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ce09de5cf424883f74732e53cb2e3894c0a83745.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/b79c956b2f7d4196925df627b7403185bee1238b.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/406259cddec74678c96d4f4473fdb806b7a17754.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/2129c2019bb210ea2946b54eb3286be42861c723.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/e09e217cac62893142cdd2cb471a934a994930e7.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/df637834608de3b210313e9ec518ca7bd624c113.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/9acd78e10f57a1208de03b80750441c72b49465e.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/6992e2ad5fc328e8843361d8b7f94b9a55a3779a.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/dc6e407ec18dfa692debd2569785a5e87fde3ff7.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/cd57bdc3235ee9391fb062afd2b90ddfd4122999.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/d3216a1f84b41c4d02cf5c40d3c1d08bb6ee66f2.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f3b0553366fe61b8b0a2b81ef77397e926b6c108.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7115a898074dc795f82964cb0dc9575e047f3628.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/b33a3cd69bfd0a42f04c7f6a978b7d3c573838bb.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/23aa8aa5fa9d958a4648a4930ae470856a21be96.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/b410024f92622cb7b2c75dc29eb8614c64a65721.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4e63807a6a32e130c1d65f751ff016d2a54a2b2c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/057cf81c79c392c4b1edd988078bcac84fe8b8b2.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/fc0cdd6cb2c6fdec9cd28b3e9544aa6344938799.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/7dcec9ac6b2520a49909cc8601b920d5bf4eb384.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/1e381430eccfa5a96f6b83b6b95c6539257664d2.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/728d256e7256ed1683ca02a4609641bb8a65e0dd.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/6ce7f4568759ee9f73da2b7d19eb4c2a2e867d5c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/f8a01d08f92168a65be299e89e4c06b7517934e1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/eccd8b27d8a59bcb6efd3f24b4add6e84d978e51.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/4a004e2b64fdac46bb229ec0ffdc676b77db17a1.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/007a2be881c823a6a001fedd99b47adc8abfd06c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/0d4e2cbc5c889b6f6a562d4f6131919a9a72279c.jpg,1
../input/painting-vs-photograph-classification-dataset/Raw Data/painting/ee12180ab47b93274afb65368b009bc5e58f830e.jpg,1
